CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,address,g_ad,g_lat,g_lon
Shorewood,,WI,US,6/30/2018,several hundred,300,,300,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,,,"Shorewood , WI, US","Shorewood, WI, USA",43.0891787,-87.8875848
Shreveport,Caddo Parish Courthouse,LA,US,6/30/2018,some 120,120,,120,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20701/signup/?source=&s=,https://www.shreveporttimes.com/story/news/2018/06/30/opponents-trump-immigration-policies-rally-shreveport/748558002/,,,"Shreveport , LA, US","Shreveport, LA, USA",32.5251516,-93.7501789
Silver CIty,,NM,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,,"Silver CIty , NM, US","Silver City, NM 88061, USA",32.770075,-108.280326
Sioux City,Long Lines Family Recreation Center,IA,US,6/30/2018,FB: 117,117,,117,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20398/signup/?source=&s=,https://www.facebook.com/events/502517980184670/,,,"Sioux City , IA, US","Sioux City, IA, USA",42.4963416,-96.4049408
Sioux Falls ,Sidewalks in front of KELO TV station; Fawick Park,SD,US,6/30/2018,hundreds; about 300,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19977/signup/?source=&s=,https://www.argusleader.com/story/news/2018/06/30/families-belong-together-protesters-rally-sioux-falls/743768002/,,,"Sioux Falls  , SD, US","Sioux Falls, SD, USA",43.5473028,-96.728333
Sitka,Crescent Harbor Shelter and the streets of Sitka,AK,US,6/30/2018,about 150; well over 175,150,,175,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20214/signup/?source=&s=,https://twitter.com/Mudpie57/status/1013291608396083200,https://twitter.com/SusanWReed/status/1013141015547564032,,"Sitka , AK, US","Sitka, AK, USA",57.0530556,-135.33
Smyrna,,TN,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20570/signup/?source=&s=,,,,"Smyrna , TN, US","Smyrna, TN, USA",35.9828412,-86.5186045
Socorro,Socorro Historic Plaza,NM,US,6/30/2018,picture partial count,26,,26,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20502/signup/?source=&s=,https://www.facebook.com/NMFDW/photos/pcb.2082051998745145/2082050812078597/?type=3&theater,,,"Socorro , NM, US","Socorro, NM 87801, USA",34.0583995,-106.8914159
Solvang,SOLVANG PARK,CA,US,6/30/2018,na,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20425/signup/?source=&s=,https://www.edhat.com/news/families-belong-together-march-in-solvang,,,"Solvang , CA, US","Solvang, CA 93463, USA",34.5958201,-120.1376481
Sonoma,Sonoma Plaza,CA,US,6/30/2018,FB: 87,87,,87,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20023/signup/?source=&s=,https://www.facebook.com/events/222004868611938/,,,"Sonoma , CA, US","Sonoma, CA 95476, USA",38.291859,-122.4580356
Sonora,Southeast Corner of Mono and Greenley Rd. Intersection,CA,US,6/30/2018,na,112,,112,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20730/signup/?source=&s=,https://twitter.com/SonoraAction/status/1013174047050326017,,,"Sonora , CA, US","Sonora, CA 95370, USA",37.9829496,-120.3821724
South Bend,Marycrest Building,IN,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20188/signup/?source=&s=,https://www.southbendtribune.com/news/local/heat-doesn-t-deter-south-bend-protest/article_79380760-c475-5b89-a504-d5c46a965dfe.html,,,"South Bend , IN, US","South Bend, IN, USA",41.6763545,-86.2519898
Southbury,Playhouse Corner,CT,US,6/30/2018,a few hundred,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20501/signup/?source=&s=,https://www.facebook.com/pg/muusct/posts/,,,"Southbury , CT, US","Southbury, CT 06488, USA",41.4793072,-73.2133715
Southport,Waterfront Park,NC,US,6/30/2018,na,250,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20221/signup/?source=&s=,https://www.facebook.com/SouthportIndivisible/?hc_ref=ARRnAlfJ4G9BYn7KfiBpTDcZrU0wQXo4_hvcbbTFJe-Z8UkpCd8Xh5g2dFpZrE8cBTY&fref=nf,,,"Southport , NC, US","Southport, NC 28461, USA",33.921563,-78.0202677
Spokane,Grant Park,WA,US,6/30/2018,more than 1000,1000,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.spokesman.com/stories/2018/jun/30/joining-actions-around-the-country-more-than-1000-/,,,,"Spokane , WA, US","Spokane, WA, USA",47.6587802,-117.4260465
Spring Hill,Spring Hill waterfall,FL,US,6/30/2018,around 50,50,,50,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20663/signup/?source=&s=,Facebook,,,"Spring Hill , FL, US","Spring Hill, FL, USA",28.4831682,-82.5369872
Springfield,Old State Capitol,IL,US,6/30/2018,dozens,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20284/signup/?source=&s=,http://www.sj-r.com/news/20180630/stay-outraged-says-immigrant-advocate-during-springfield-rally,,,"Springfield , IL, US","Springfield, IL, USA",39.7817213,-89.6501481
Springfield,Court Square,MA,US,6/30/2018,dozens; FB: 554; over 1000,24,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.wwlp.com/news/local-news/hampden-county/protesters-rally-in-springfield-about-separation-of-families/1275773483,https://www.facebook.com/events/2062048730703835/,http://www.gazettenet.com/Jody-Shapiro-Wonders-about-lack-of-coverage-18667273,,"Springfield , MA, US","Springfield, MA, USA",42.1014831,-72.589811
Springfield,,MO,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.kansascity.com/news/local/article214062004.html,,,,"Springfield , MO, US","Springfield, MO, MO, USA",37.4233917,-93.2583626
St George,downtown,UT,US,6/30/2018,more than 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.thespectrum.com/story/news/local/2018/06/30/families-belong-together-rally-st-george/748157002/,,,,"St George , UT, US","St. George, UT, USA",37.0965278,-113.5684164
Stamford,Stamford Government Center,CT,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20418/signup/?source=&s=,http://fairfield.dailyvoice.com/politics/fairfield-county-joins-nationwide-families-belong-together-rallies/739298/,,,"Stamford , CT, US","Stamford, CT, USA",41.0534302,-73.5387341
Starkville,Walking Bridge on University Drive to City Hall,MS,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20716/signup/?source=&s=,,,,"Starkville , MS, US","Starkville, MS, MS, USA",33.3886689,-88.90306
State College,Allen Street Gates,PA,US,6/30/2018,about 700,700,,700,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20178/signup/?source=&s=,https://www.centredaily.com/news/local/community/state-college/article214142899.html,,,"State College , PA, US","State College, PA, USA",40.7933949,-77.8600012
Staten Island,Borough Hall,NY,US,6/30/2018,about 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.silive.com/news/2018/06/2_staten_island_families_separ.html,,,,"Staten Island , NY, US","Staten Island, NY, USA",40.5795317,-74.1502007
Statesville,Mitchell College,NC,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20587/signup/?source=&s=,,,,"Statesville , NC, US","Statesville, NC, USA",35.7826363,-80.8872959
Staunton,Gypsy Hill Park,VA,US,6/30/2018,nearly 40,40,,40,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20447/signup/?source=&s=,https://www.newsleader.com/story/news/local/2018/06/30/staunton-sees-familiesbelongtogether-rally/745864002/,,,"Staunton , VA, US","Staunton, VA 24401, USA",38.149576,-79.0716958
Steamboat Springs,Routt County Courthouse Sidewalk,CO,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20493/signup/?source=&s=,,,,"Steamboat Springs , CO, US","Steamboat Springs, CO 80487, USA",40.4849769,-106.8317158
Stevens Point,Division Str,WI,US,6/30/2018,about 180,180,,180,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20168/signup/?source=&s=,https://www.stevenspointjournal.com/story/news/2018/06/30/wisconsin-protesters-denounce-separation-immigrant-families/734264002/,,,"Stevens Point , WI, US","Stevens Point, WI, USA",44.5235792,-89.574563
Stevenson Ranch,Richard Rioux Park,CA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20227/signup/?source=&s=,,,,"Stevenson Ranch , CA, US","Stevenson Ranch, CA 91381, USA",34.3931105,-118.5907538
Stockton,MLK Plaza,CA,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19965/signup/?source=&s=,https://www.facebook.com/events/1787176184682715/,https://twitter.com/MichaelDTubbs/status/1013134736644980736,,"Stockton , CA, US","Stockton, CA, USA",37.9577016,-121.2907796
Stratford,Town Hall,CT,US,6/30/2018,more than 100; FB: 57,57,,100,,,Stratford Democratic Town Committee,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.facebook.com/events/401853777001365/,https://www.stratfordstar.com/82550/stratford-residents-rally-for-migrant-families/,,,"Stratford , CT, US","Stratford, CT, USA",41.1845415,-73.1331651
Swarthmore,Swarthmore Town Center,PA,US,6/30/2018,hundreds,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20581/signup/?source=&s=,http://www.delcotimes.com/general-news/20180630/swarthmore-rally-knows-families-belong-together,,,"Swarthmore , PA, US","Swarthmore, PA 19081, USA",39.9020565,-75.3499123
Sycamore,DeKalb County Courthouse,IL,US,6/30/2018,,18,,18,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,Facebook,,,,"Sycamore , IL, US","Sycamore, IL, USA",41.9889173,-88.6867538
Syracuse,Perseverance Park,NY,US,6/30/2018,200-300,200,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.syracuse.com/news/index.ssf/2018/06/hundreds_brave_heat_in_syracuse_to_protest_trump_administrations_immigration_pol.html,,,,"Syracuse , NY, US","Syracuse, NY, USA",43.0481221,-76.1474244
Tacoma,Wright Park,WA,US,6/30/2018,FB: 643,643,,643,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20169/signup/?source=&s=,https://www.facebook.com/events/184630385567897/,,,"Tacoma , WA, US","Tacoma, WA, USA",47.2528768,-122.4442906
Tahlequah,Cherokee County,OK,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19917/signup/?source=&s=,,,,"Tahlequah , OK, US","Tahlequah, OK 74464, USA",35.91537,-94.969956
Tallahassee,Florida Capitol Building,FL,US,6/30/2018,FB: 465,465,,465,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20189/signup/?source=&s=,https://www.facebook.com/events/187531841949085/,,,"Tallahassee , FL, US","Tallahassee, FL, FL, USA",30.3142188,-84.3542049
Tampa,Joe Chillura Courthouse Square,FL,US,6/30/2018,FB: 978,978,,978,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20386/signup/?source=&s=,https://www.wfla.com/1275129219,https://www.facebook.com/events/206465340180113/,,"Tampa , FL, US","Tampa, FL, USA",27.950575,-82.4571776
Telluride,Wilkinson Public Library Terrace Patio,CO,US,6/30/2018,na,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20613/signup/?source=&s=,https://www.facebook.com/ACTTelluride/,,Crowd count estimated from photots and provided by event organizers,"Telluride , CO, US","Telluride, CO 81435, USA",37.9374939,-107.8122852
